983;Rich Man's Wife, The (1996);The Rich Man's Wife is a 1996 American thriller film written and directed by Amy Holden Jones and starring Halle Berry. The title character becomes a suspect when her husband is murdered and the investigating detectives are suspicious of her alibi.
984;Shadow Conspiracy (1997);Shadow Conspiracy is a 1997 American political thriller film starring Charlie Sheen, Donald Sutherland, Linda Hamilton and Sam Waterston. It was the final film directed by George P. Cosmatos, who died in 2005. The film was poorly received by critics and was released on DVD in the United States in November 2003 by Buena Vista Home Entertainment.
985;Blood & Wine (1997);Blood and Wine is a 1996 neo-noir thriller directed by Bob Rafelson from a screenplay written by Nick Villiers and Alison Cross. It features Jack Nicholson, Stephen Dorff, Jennifer Lopez, Judy Davis and Michael Caine. Rafelson has stated that the film forms the final part of his unofficial trilogy with Nicholson, with whom he made Five Easy Pieces and The King of Marvin Gardens in the 1970s.
986;Turbulence (1997);Turbulence is a 1997 American disaster crime thriller film directed by Robert Butler. It stars Ray Liotta and Lauren Holly and was distributed by Metro-Goldwyn-Mayer.
987;Underworld (1997);
988;Beautician and the Beast, The (1997);The Beautician and the Beast is a 1997 American comedy film directed by Ken Kwapis and starring Fran Drescher and Timothy Dalton as the title characters. The story follows the misadventures of a New York City beautician who is mistakenly hired as the school teacher for the children of the president of a small Eastern European country. The story is similar to that of The King and I, The Sound of Music, and Evita, with elements also reminiscent of the sitcom The Nanny, for which Drescher is most famous.
989;Cats Don't Dance (1997);"Cats Don't Dance is a 1997 American animated musical comedy film distributed by Warner Bros. Family Entertainment and notable as the only fully animated feature produced by Turner Feature Animation. This studio was merged during the post-production of Cats Don't Dance into Warner Bros. Animation after the merger of Time Warner with Turner Broadcasting System in 1996. Turner Feature Animation had also produced the animated portions of Turner's The Pagemaster (1994).
The film was the directorial debut of former Disney animator Mark Dindal, and stars the voices of Scott Bakula, Jasmine Guy, Matthew Herried, Ashley Peldon, John Rhys-Davies, Kathy Najimy, Don Knotts, Hal Holbrook, Betty Lou Gerson (in her final film role), René Auberjonois, George Kennedy, and Dindal. Its musical numbers were written by Randy Newman and includes Gene Kelly's contributions as choreographer, before his death in 1996. The film was Kelly's final film project which is dedicated to him."
990;Anna Karenina (1997);"Anna Karenina is a 1997 American period drama film written and directed by Bernard Rose and starring Sophie Marceau, Sean Bean, Alfred Molina, Mia Kirshner and James Fox. Based on the 1877 homonymous novel by Leo Tolstoy, the film is about a young and beautiful married woman who meets a handsome count, with whom she falls in love. Eventually, the conflict between her passionate desires and painful social realities leads to depression and despair.
The film is the only international version filmed entirely in Russia, at locations in Saint Petersburg and Moscow."
991;Keys to Tulsa (1997);This is a summary of mass communications media in Tulsa, Oklahoma.
992;Head Above Water (1996);Head Above Water is a 1996 American comedy thriller film directed by Jim Wilson and starring Harvey Keitel, Cameron Diaz, Craig Sheffer. It was rated PG-13 by the MPAA. The film is a remake of Hodet over vannet by Norwegian film director Nils Gaup.
993;Hercules (1997);"Hercules is a 1997 American animated musical fantasy comedy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures. The 35th Disney animated feature film, the film was directed by Ron Clements and John Musker. The film is loosely based on the legendary hero Heracles (known in the film by his Roman name, Hercules), the son of Zeus, in Greek mythology. The film also featured the first positive portrayal of African American women in a Disney animated film.
Development of Hercules began in 1992 following a pitch adaptation of the Heracles mythological stories by animator Joe Haidar. Meanwhile, Ron Clements and John Musker re-developed their idea for Treasure Planet following the critical and commercial success of Aladdin. Their project was removed from development in 1993, and Musker and Clements joined Hercules later that same year. Following an unused treatment by Haidar, Clements and Musker studied multiple interpretations of Greek mythology before abandoning Zeus's adulterous affair with Alcmene. The project underwent multiple story treatments and a first script draft was inspired by the screwball comedy films of the classic Hollywood era and popular culture of the 1990s. Donald McEnery, Bob Shaw, and Irene Mecchi were brought on board to shorten the script. British cartoonist Gerald Scarfe was recruited as production designer and produced over seven hundred visualization designs of the characters. Research trips to Greece and Turkey provided inspiration for the background designs. Animation for the film was done in California and Paris. Computer animation was utilized in several scenes, predominantly in the Hydra battle sequence.
Hercules was released on June 27, 1997 to positive reviews from film reviewers who praised James Woods's portrayal of Hades. Despite the positive critical reception, the film under-performed in its theatrical release notably in comparison to its predecessors before ultimately earning $252.7 million in box office revenue worldwide. Hercules was later followed by the direct-to-video prequel Hercules: Zero to Hero, which served as the pilot to Hercules: The Animated Series, a syndicated Disney TV series focusing on Hercules during his time at the Prometheus academy."
994;Last Time I Committed Suicide, The (1997);"The Last Time I Committed Suicide is a 1997 drama directed by Stephen T. Kay. Based on a letter written by Neal Cassady to Jack Kerouac, it stars Thomas Jane as Cassady. The cast also includes Keanu Reeves, Adrien Brody, Gretchen Mol and Claire Forlani.
The film takes place in 1946, and is loosely based on a letter from Cassady to Jack Kerouac. While the letter was written in 1950, the action of the letter took place when he was 20."
995;Kiss Me, Guido (1997);Kiss Me, Guido is a 1997 independent film comedy. Written and directed by Tony Vitale and produced by Ira Deutchman and Christine Vachon, it stars Nick Scotti, Anthony Barrile, Anthony DeSando and Craig Chester.
996;Big Green, The (1995);Kiss Me, Guido is a 1997 independent film comedy. Written and directed by Tony Vitale and produced by Ira Deutchman and Christine Vachon, it stars Nick Scotti, Anthony Barrile, Anthony DeSando and Craig Chester.
997;Stuart Saves His Family (1995);"Stuart Saves His Family is a 1995 comedy film directed by Harold Ramis, and based on a series of Saturday Night Live sketches from the early to mid-1990s. The movie tracks the adventures of would-be self-help guru Stuart Smalley, a creation of comedian Al Franken, as he attempts to save both his deeply troubled family and his low-rated public-access television show. Some of the plot is inspired by Franken's book, I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me!: Daily Affirmations By Stuart Smalley.
The film was produced by Lorne Michaels. Co-stars include Laura San Giacomo, Vincent D'Onofrio, Shirley Knight, Lesley Boone and Harris Yulin. Julia Sweeney, Joe Flaherty, Robin Duke, Richard Riehle, future WWE ring announcer Justin Roberts and Kurt Fuller have cameo roles."
